title,release_date,release_year,release_month,release_quarter,release_era,genre,creative_type,content_rating,source_type,distributor,distributor_grouped,production_budget,domestic_revenue,worldwide_revenue,return_multiple,profitable,international_share,critic_score,audience_score,critic_audience_gap,audience_volume,log_budget,log_worldwide_revenue,log_audience_volume
Bowling for Columbine,2002-10-11,2002,10,Q4,2000-2004,Documentary,Factual,R,Based on Real Life Events,MGM,MGM,3000000.0,21576018.0,58576018.0,19.525339333333335,1,0.6316578228311798,96.0,82.0,14.0,76928.0,14.914122846632385,17.885835921635195,11.250625198454825
Real Women Have Curves,2002-10-18,2002,10,Q4,2000-2004,Comedy,Contemporary Fiction,PG-13,Based on Play,Newmarket Films,Other,3000000.0,5853194.0,5853194.0,1.9510646666666667,1,0.0,83.0,70.0,13.0,4396.0,14.914122846632385,15.582498053119584,8.388450315523512
Auto Focus,2002-10-18,2002,10,Q4,2000-2004,Drama,Dramatization,R,Based on Book/Short Story,Sony Pictures Classics,Sony Pictures Classics,7000000.0,2062066.0,2703821.0,0.38626014285714283,0,0.23735114121829812,72.0,66.0,6.0,7236.0,15.761420707019587,14.81017651572894,8.886823846515187
Formula 51,2002-10-18,2002,10,Q4,2000-2004,Action,Contemporary Fiction,R,Original Screenplay,Screen Media Films,Other,27000000.0,5204007.0,5204007.0,0.192741,0,0.0,,,,,17.111347423968603,15.464939463732767,
Abandon,2002-10-18,2002,10,Q4,2000-2004,Thriller/Suspense,Contemporary Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,25000000.0,10719367.0,12219367.0,0.48877468,0,0.1227559496330702,17.0,48.0,-31.0,5361.0,17.034386382832476,16.318532710038706,8.586905803827538
The Ring,2002-10-18,2002,10,Q4,2000-2004,Horror,Contemporary Fiction,PG-13,Remake,Dreamworks SKG,Dreamworks SKG,48000000.0,129094024.0,249094024.0,5.189458833333333,1,0.48174580053353666,71.0,55.0,16.0,589.0,17.686711568872166,19.33334098957932,6.3784261836515865
Frida,2002-10-25,2002,10,Q4,2000-2004,Drama,Dramatization,R,Based on Real Life Events,Miramax,Miramax,12000000.0,25885000.0,56298474.0,4.6915395,1,0.5402184435762859,76.0,73.0,3.0,26243.0,16.300417207752275,17.84617798794684,10.175154565791225
Ghost Ship,2002-10-25,2002,10,Q4,2000-2004,Horror,Contemporary Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,20000000.0,30113491.0,68349884.0,3.4174942,1,0.5594214761213054,13.0,53.0,-40.0,25891.0,16.811242831518264,18.040150423985754,10.161650696951378
All or Nothing,2002-10-25,2002,10,Q4,2000-2004,Drama,Unknown,R,Original Screenplay,MGM,MGM,9000000.0,184255.0,184255.0,0.020472777777777777,0,0.0,,,,,16.012735135300492,12.124075946725442,
Time Changer,2002-10-25,2002,10,Q4,2000-2004,Drama,Fantasy,PG,Original Screenplay,Five & Two Pictures,Other,825000.0,1500711.0,1500711.0,1.8190436363636364,1,0.0,22.0,50.0,-28.0,1029.0,13.623138665316818,14.221449553769924,6.9363427358340495
All the Queen's Men,2002-10-25,2002,10,Q4,2000-2004,Comedy,Unknown,PG-13,Original Screenplay,Strand,Other,15000000.0,22723.0,22723.0,0.0015148666666666667,0,0.0,,35.0,,1591.0,16.523560759066484,10.031132906371798,7.372118028337787
Jackass: The Movie,2002-10-25,2002,10,Q4,2000-2004,Comedy,Contemporary Fiction,R,Based on TV,Paramount Pictures,Paramount Pictures,5000000.0,64282312.0,75466905.0,15.093381,1,0.14820526958141453,,63.0,,27454.0,15.424948470398375,18.139204773747412,10.220267155811605
The Santa Clause 2,2002-11-01,2002,11,Q4,2000-2004,Comedy,Kids Fiction,G,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,65000000.0,139225854.0,172825854.0,2.6588592923076924,1,0.1944153563968502,,55.0,,9061.0,17.98989782785991,18.96779502119812,9.11173476822206
I Spy,2002-11-01,2002,11,Q4,2000-2004,Action,Contemporary Fiction,PG-13,Based on TV,Sony Pictures,Sony Pictures,70000000.0,33561137.0,33561137.0,0.4794448142857143,0,0.0,15.0,53.0,-38.0,18061.0,18.064005800013632,17.32887931860797,9.801510196423664
Femme Fatale,2002-11-06,2002,11,Q4,2000-2004,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,35000000.0,6592103.0,6592103.0,0.1883458,0,0.0,48.0,63.0,-15.0,16693.0,17.37085861945369,15.701382975449375,9.722744748855389
8 Mile,2002-11-08,2002,11,Q4,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Universal,Universal,41000000.0,116724075.0,242924075.0,5.92497743902439,1,0.5195038820256905,74.0,67.0,7.0,55877.0,17.529082624668582,19.30825950392293,10.93090812545872
Far From Heaven,2002-11-08,2002,11,Q4,2000-2004,Drama,Historical Fiction,PG-13,Original Screenplay,Focus Features,Focus Features,13500000.0,15901849.0,29027914.0,2.150215851851852,1,0.4521876770063464,89.0,75.0,14.0,20239.0,16.41820024340866,17.18376847671903,9.915366715066206
Ararat,2002-11-15,2002,11,Q4,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Miramax,Miramax,15500000.0,1693000.0,1693000.0,0.10922580645161291,0,0.0,56.0,66.0,-10.0,6763.0,16.556350581889475,14.342012661115273,8.81922185757494
Revolution#9,2002-11-15,2002,11,Q4,2000-2004,Thriller/Suspense,Unknown,Unknown,Unknown,Unknown,Unknown,350000.0,9118.0,9118.0,0.026051428571428573,0,0.0,,73.0,,252.0,12.765688433465597,9.118005760773388,5.529429087511423
Half Past Dead,2002-11-15,2002,11,Q4,2000-2004,Action,Contemporary Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,25000000.0,15567860.0,19233280.0,0.7693312,0,0.19057695827232796,2.0,41.0,-39.0,6909.0,17.034386382832476,16.772152669842768,8.840580188488795
Interview with the Assassin,2002-11-15,2002,11,Q4,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,750000.0,47329.0,47329.0,0.06310533333333333,0,0.0,67.0,66.0,1.0,1107.0,13.527828485512494,10.76487849442862,7.009408932708637
El Crimen de Padre,2002-11-15,2002,11,Q4,2000-2004,Drama,Historical Fiction,R,Based on Book/Short Story,Goldwyn Entertainment,Other,1800000.0,5719000.0,5719000.0,3.1772222222222224,1,0.0,,,,,14.403297222866392,15.559304522897452,
Harry Potter and the Chamber of Secrets,2002-11-15,2002,11,Q4,2000-2004,Adventure,Fantasy,PG,Based on Book/Short Story,Warner Bros.,Warner Bros.,100000000.0,261987880.0,878987880.0,8.7898788,1,0.7019436946047538,82.0,72.0,10.0,120063.0,18.420680743952367,20.594281667158487,11.695771883999898
Die Another Day,2002-11-22,2002,11,Q4,2000-2004,Action,Contemporary Fiction,PG-13,Based on Book/Short Story,MGM,MGM,142000000.0,160942139.0,431942139.0,3.0418460492957746,1,0.6273988470478913,59.0,60.0,-1.0,67476.0,18.771337615565535,19.883802199737957,11.119527258080202
Friday After Next,2002-11-22,2002,11,Q4,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,New Line,New Line,10000000.0,33253609.0,33526835.0,3.3526835,1,0.008149471908099885,25.0,53.0,-28.0,6742.0,16.11809565095832,17.32785672090628,8.816111895794005
The Quiet American,2002-11-22,2002,11,Q4,2000-2004,Drama,Historical Fiction,R,Based on Book/Short Story,Miramax,Miramax,20000000.0,12987647.0,12987647.0,0.64938235,0,0.0,87.0,72.0,15.0,14285.0,16.811242831518264,16.379509232901118,9.566965314664873
The Emperor's Club,2002-11-22,2002,11,Q4,2000-2004,Drama,Historical Fiction,PG-13,Based on Book/Short Story,Universal,Universal,12500000.0,14060950.0,16124074.0,1.28992592,1,0.1279530222944896,50.0,67.0,-17.0,8165.0,16.34123920227253,16.595823992640565,9.007612005404566
Extreme Ops,2002-11-27,2002,11,Q4,2000-2004,Action,Contemporary Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,40000000.0,4835968.0,12624471.0,0.315611775,0,0.6169369789831194,6.0,41.0,-35.0,3195.0,17.50439001207821,16.351147631257728,8.069342366811636
Treasure Planet,2002-11-27,2002,11,Q4,2000-2004,Adventure,Kids Fiction,PG,Based on Book/Short Story,Walt Disney Pictures,Walt Disney Pictures,100000000.0,38120554.0,91800000.0,0.918,0,0.5847434204793028,69.0,66.0,3.0,12099.0,18.420680743952367,18.33512285559072,9.400878083541478
They,2002-11-27,2002,11,Q4,2000-2004,Horror,Contemporary Fiction,PG-13,Original Screenplay,Miramax/Dimension,Other,17000000.0,12840842.0,12840842.0,0.7553436470588235,0,0.0,37.0,46.0,-9.0,6550.0,16.64872390202049,16.368141430400044,8.787220328629298
Solaris,2002-11-27,2002,11,Q4,2000-2004,Drama,Science Fiction,PG-13,Remake,20th Century Fox,20th Century Fox,47000000.0,14970038.0,14970038.0,0.3185114468085106,0,0.0,65.0,62.0,3.0,33151.0,17.665658159674333,16.521561294802744,10.408828161071545
Rabbit-Proof Fence,2002-11-29,2002,11,Q4,2000-2004,Drama,Historical Fiction,PG,Based on Book/Short Story,Miramax,Miramax,7000000.0,6199600.0,16199600.0,2.3142285714285715,1,0.6172991925726561,87.0,76.0,11.0,13241.0,15.761420707019587,16.600497108539752,9.491073355339758
Empire,2002-12-06,2002,12,Q4,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Universal,Universal,3500000.0,17504595.0,18495444.0,5.284412571428572,1,0.053572598743777115,21.0,65.0,-44.0,63.0,15.068273526459642,16.73303498944878,4.143134726391533
Analyze That,2002-12-06,2002,12,Q4,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,60000000.0,32122249.0,54994757.0,0.9165792833333334,0,0.4159034287577632,27.0,56.0,-29.0,24090.0,17.909855120186375,17.822748411380086,10.089552095608918
Adaptation,2002-12-06,2002,12,Q4,2000-2004,Comedy,Contemporary Fiction,R,Based on Book/Short Story,Sony Pictures,Sony Pictures,18500000.0,22498520.0,22498520.0,1.2161362162162161,1,0.0,91.0,79.0,12.0,67135.0,16.733281290048552,16.928960087233417,11.114460796506808
Equilibrium,2002-12-06,2002,12,Q4,2000-2004,Action,Science Fiction,R,Original Screenplay,Miramax/Dimension,Other,20000000.0,1190018.0,5345869.0,0.26729345,0,0.7773948445051684,37.0,77.0,-40.0,86428.0,16.811242831518264,15.491834671078484,11.36706697636556
About Schmidt,2002-12-13,2002,12,Q4,2000-2004,Drama,Contemporary Fiction,R,Based on Book/Short Story,New Line,New Line,30000000.0,65005217.0,105823486.0,3.5274495333333333,1,0.3857203211014992,85.0,73.0,12.0,53760.0,17.216707939626428,18.477283037630603,10.89228497519703
Star Trek: Nemesis,2002-12-13,2002,12,Q4,2000-2004,Adventure,Science Fiction,PG-13,Based on TV,Paramount Pictures,Paramount Pictures,60000000.0,43254409.0,67312826.0,1.1218804333333334,1,0.35741207775172,,64.0,,28449.0,17.909855120186375,18.024861355951792,10.255868289551836
Maid in Manhattan,2002-12-13,2002,12,Q4,2000-2004,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,55000000.0,93932896.0,154832896.0,2.8151435636363638,1,0.3933272681278273,39.0,46.0,-7.0,30370.0,17.822843743196746,18.85785700300355,10.321210558039795
The Jimmy Show,2002-12-13,2002,12,Q4,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,1000000.0,703.0,703.0,0.000703,0,0.0,40.0,51.0,-11.0,358.0,13.815510557964274,6.555356891810665,5.8805329864007
Drumline,2002-12-13,2002,12,Q4,2000-2004,Comedy,Contemporary Fiction,PG-13,Original Screenplay,20th Century Fox,20th Century Fox,20000000.0,56398162.0,56398162.0,2.8199081,1,0.0,81.0,52.0,29.0,18165.0,16.811242831518264,17.847947127284783,9.807251944655302
The Lord of the Rings: The Two Towers,2002-12-18,2002,12,Q4,2000-2004,Adventure,Fantasy,PG-13,Based on Book/Short Story,New Line,New Line,94000000.0,341784377.0,926284377.0,9.854089117021276,1,0.6310157166776872,,87.0,,326950.0,18.358805340234277,20.646691848055898,12.697562532989423
25th Hour,2002-12-19,2002,12,Q4,2000-2004,Drama,Contemporary Fiction,R,Based on Book/Short Story,Walt Disney Pictures,Walt Disney Pictures,4500000.0,13084595.0,23928503.0,5.317445111111111,1,0.4531795407343284,78.0,79.0,-1.0,58781.0,15.319587954740548,16.9905809004685,10.981573952417511
Antwone Fisher,2002-12-19,2002,12,Q4,2000-2004,Drama,Dramatization,PG-13,Based on Real Life Events,Fox Searchlight,Fox Searchlight,12500000.0,21078145.0,23367586.0,1.86940688,1,0.09797507538861738,79.0,73.0,6.0,13258.0,16.34123920227253,16.96686040635734,9.492356422801336
Narc,2002-12-20,2002,12,Q4,2000-2004,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,7500000.0,10465659.0,10465659.0,1.3954212,1,0.0,83.0,73.0,10.0,19248.0,15.830413578506539,16.163609883690395,9.86516243821446
Morvern Callar,2002-12-20,2002,12,Q4,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,6000000.0,267194.0,267194.0,0.044532333333333333,0,0.0,84.0,64.0,20.0,3831.0,15.60727002719233,12.495730265302688,8.25088114470065
Gangs of New York,2002-12-20,2002,12,Q4,2000-2004,Drama,Historical Fiction,R,Original Screenplay,Miramax,Miramax,97000000.0,77730500.0,190400000.0,1.9628865979381442,1,0.591751575630252,75.0,74.0,1.0,113378.0,18.390221536467656,19.06463768032154,11.638482647927333
Two Weeks Notice,2002-12-20,2002,12,Q4,2000-2004,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,60000000.0,93354918.0,199043309.0,3.317388483333333,1,0.5309818829428725,42.0,58.0,-16.0,35515.0,17.909855120186375,19.109032992175933,10.47771042143191
The Wild Thornberrys,2002-12-20,2002,12,Q4,2000-2004,Adventure,Kids Fiction,PG,Based on TV,Paramount Pictures,Paramount Pictures,25000000.0,40108697.0,60694737.0,2.42778948,1,0.339173394885952,,67.0,,1104.0,17.034386382832476,17.921367547163538,7.00669522683704
Pinocchio,2002-12-25,2002,12,Q4,2000-2004,Adventure,Fantasy,G,Based on Book/Short Story,Miramax,Miramax,45000000.0,3681811.0,31681811.0,0.7040402444444445,0,0.883787861748181,,35.0,,3215.0,17.622173047734595,17.27125328868066,8.07558263667172
Catch Me if You Can,2002-12-25,2002,12,Q4,2000-2004,Drama,Dramatization,PG-13,Based on Book/Short Story,Dreamworks SKG,Dreamworks SKG,52000000.0,164606800.0,351106800.0,6.752053846153846,1,0.5311774081276694,96.0,57.0,39.0,224.0,17.7667542765457,19.676601008652618,5.4116460518550396
The Pianist,2002-12-27,2002,12,Q4,2000-2004,Drama,Dramatization,R,Based on Real Life Events,Focus Features,Focus Features,35000000.0,32519322.0,120000000.0,3.4285714285714284,1,0.72900565,,85.0,,134516.0,17.37085861945369,18.60300230074632,11.809438430056764
The Hours,2002-12-27,2002,12,Q4,2000-2004,Drama,Historical Fiction,PG-13,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,25000000.0,41675994.0,108775994.0,4.35103976,1,0.6168640481465055,80.0,76.0,4.0,44618.0,17.034386382832476,18.504801224658433,10.705892644032595
Sonny,2002-12-27,2002,12,Q4,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,4000000.0,17639.0,17639.0,0.00440975,0,0.0,23.0,57.0,-34.0,1941.0,15.201804919084164,9.777867638611477,7.57095858316901
Chicago,2002-12-27,2002,12,Q4,2000-2004,Musical,Historical Fiction,PG-13,Based on Musical/Opera,Miramax,Miramax,30000000.0,170687518.0,307687518.0,10.2562506,1,0.44525693109201786,88.0,72.0,16.0,82650.0,17.216707939626428,19.544595273983607,11.32237010324917
Nicholas Nickleby,2002-12-27,2002,12,Q4,2000-2004,Drama,Historical Fiction,PG,Based on Book/Short Story,United Artists,Other,10000000.0,1562800.0,1562800.0,0.15628,0,0.0,77.0,73.0,4.0,4968.0,16.11809565095832,14.261989642163053,8.510772623613315
Love Lisa,2002-12-30,2002,12,Q4,2000-2004,Drama,Unknown,R,Unknown,Unknown,Unknown,1000000.0,211724.0,211724.0,0.211724,0,0.0,,68.0,,4126.0,13.815510557964274,12.263038818670841,8.325063693631197
Confessions of a Dangerous Mind,2002-12-31,2002,12,Q4,2000-2004,Drama,Dramatization,R,Based on Book/Short Story,Miramax,Miramax,29000000.0,16007718.0,33013805.0,1.1384070689655172,1,0.5151204776304943,79.0,71.0,8.0,36258.0,17.182806387950748,17.312436365287095,10.498415325589614
Just Married,2003-01-10,2003,1,Q1,2000-2004,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,20th Century Fox,20th Century Fox,19000000.0,56127162.0,56127162.0,2.9540611578947367,1,0.0,20.0,51.0,-31.0,19508.0,16.759949537130716,17.8431304244429,9.878579916829944
The Slaughter Rule,2003-01-10,2003,1,Q1,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,500000.0,13134.0,13134.0,0.026268,0,0.0,,60.0,,1136.0,13.122363377404328,9.482959566750917,7.035268599281097
Cidade de Deus,2003-01-17,2003,1,Q1,2000-2004,Drama,Contemporary Fiction,R,Based on Book/Short Story,Miramax,Miramax,3300000.0,7563397.0,28763397.0,8.716180909090909,1,0.7370478528666138,,88.0,,166897.0,15.009433026436708,17.17461419928015,12.025132134653147
Kangaroo Jack,2003-01-17,2003,1,Q1,2000-2004,Comedy,Kids Fiction,PG,Original Screenplay,Warner Bros.,Warner Bros.,60000000.0,66723216.0,90723216.0,1.5120536,1,0.2645408866458173,,41.0,,9994.0,17.909855120186375,18.32332384705084,9.20974019190415
A Guy Thing,2003-01-17,2003,1,Q1,2000-2004,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,MGM,MGM,20000000.0,15543862.0,17430594.0,0.8715297,0,0.10824255329451193,,55.0,,8147.0,16.811242831518264,16.67373749608936,9.005405040310642
Amen,2003-01-24,2003,1,Q1,2000-2004,Drama,Unknown,Not Rated,Based on Play,Kino International,Other,14000000.0,274299.0,274299.0,0.019592785714285715,0,0.0,,74.0,,5416.0,16.454567887579532,12.521974031275594,8.59711281459211
Darkness Falls,2003-01-24,2003,1,Q1,2000-2004,Horror,Fantasy,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,7000000.0,32539681.0,32539681.0,4.648525857142857,1,0.0,8.0,46.0,-38.0,12771.0,15.761420707019587,17.297970856388122,9.454932254496262
The Guru,2003-01-31,2003,1,Q1,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,Universal,Universal,11000000.0,3051221.0,23788368.0,2.162578909090909,1,0.8717347486805316,,55.0,,9239.0,16.213405830762646,16.984707279673827,9.131188933670746
Final Destination 2,2003-01-31,2003,1,Q1,2000-2004,Horror,Fantasy,R,Original Screenplay,New Line,New Line,26000000.0,46896664.0,89626226.0,3.4471625384615385,1,0.47675288704000546,47.0,64.0,-17.0,35737.0,17.073607095985757,18.311158536009465,10.483941845626783
The R.M.,2003-01-31,2003,1,Q1,2000-2004,Comedy,Contemporary Fiction,PG,Original Screenplay,Halestone,Other,500000.0,1111615.0,1111615.0,2.22323,1,0.0,64.0,55.0,9.0,449.0,13.122363377404328,13.921324470822054,6.1070228877422545
Shanghai Knights,2003-02-07,2003,2,Q1,2000-2004,Adventure,Historical Fiction,PG-13,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,50000000.0,60470220.0,60470220.0,1.2094044,1,0.0,66.0,62.0,4.0,24893.0,17.72753356339242,17.917661570410463,10.122341918431909
May,2003-02-07,2003,2,Q1,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,1750000.0,145540.0,145540.0,0.08316571428571429,0,0.0,,58.0,,41.0,14.375126345899696,11.888206241901077,3.713572066704308
How to Lose a Guy in 10 Days,2003-02-07,2003,2,Q1,2000-2004,Romantic Comedy,Contemporary Fiction,PG-13,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,50000000.0,105807520.0,177079973.0,3.54159946,1,0.40248737218860997,43.0,61.0,-18.0,33866.0,17.72753356339242,18.992112013354745,10.430166840225287
Gerry,2003-02-14,2003,2,Q1,2000-2004,Drama,Unknown,R,Unknown,ThinkFilm,Other,7000000.0,254683.0,254683.0,0.036383285714285715,0,0.0,,62.0,,8583.0,15.761420707019587,12.44777491354957,9.05753878171822
All the Real Girls,2003-02-14,2003,2,Q1,2000-2004,Drama,Unknown,R,Original Screenplay,Sony Pictures Classics,Sony Pictures Classics,1000000.0,549666.0,703020.0,0.70302,0,0.21813604164888623,71.0,71.0,0.0,5632.0,13.815510557964274,13.463140619890256,8.636219897837877
The Jungle Book 2,2003-02-14,2003,2,Q1,2000-2004,Adventure,Historical Fiction,G,Based on Book/Short Story,Walt Disney Pictures,Walt Disney Pictures,20000000.0,47901582.0,135703599.0,6.78517995,1,0.6470131790683017,19.0,52.0,-33.0,2740.0,16.811242831518264,18.72598364619253,7.9157131993821155
Daredevil,2003-02-14,2003,2,Q1,2000-2004,Action,Super Hero,PG-13,Based on Comic/Graphic Novel,20th Century Fox,20th Century Fox,80000000.0,102543518.0,179179718.0,2.239746475,1,0.4277057741546395,44.0,55.0,-11.0,63574.0,18.197537192638155,19.003899871296102,11.05995986071321
The Life of David Gale,2003-02-21,2003,2,Q1,2000-2004,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Universal,Universal,50000000.0,19694635.0,28920188.0,0.57840376,0,0.3190004504811656,20.0,73.0,-53.0,37628.0,17.72753356339242,17.180050455925272,10.535503733091842
Old School,2003-02-21,2003,2,Q1,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,Dreamworks SKG,Dreamworks SKG,24000000.0,75155000.0,86325829.0,3.5969095416666668,1,0.12940308977513554,60.0,70.0,-10.0,60477.0,16.99356438831222,18.273639404437777,11.010018406448534
Dark Blue,2003-02-21,2003,2,Q1,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,MGM,MGM,15000000.0,9237470.0,11933396.0,0.7955597333333333,0,0.2259144002260547,57.0,66.0,-9.0,10881.0,16.523560759066484,16.294851414085677,9.294773427951013
Gods and Generals,2003-02-21,2003,2,Q1,2000-2004,Drama,Historical Fiction,PG-13,Unknown,Warner Bros.,Warner Bros.,55000000.0,12882934.0,12923936.0,0.23498065454545455,0,0.0031725629096275316,8.0,60.0,-52.0,7437.0,17.822843743196746,16.374591653887027,8.9142228207033
Cradle 2 the Grave,2003-02-28,2003,2,Q1,2000-2004,Horror,Contemporary Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,25000000.0,34657731.0,56434942.0,2.25739768,1,0.3858816936500085,26.0,54.0,-28.0,14834.0,17.034386382832476,17.848599063640318,9.604677122296504
Poolhall Junkies,2003-02-28,2003,2,Q1,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Gold Circle Films,Other,4000000.0,563711.0,563711.0,0.14092775,0,0.0,,68.0,,5233.0,15.201804919084164,13.242296987805119,8.562740006372207
Spider,2003-02-28,2003,2,Q1,2000-2004,Drama,Contemporary Fiction,R,Based on Book/Short Story,Sony Pictures Classics,Sony Pictures Classics,10000000.0,1641788.0,1641788.0,0.1641788,0,0.0,,78.0,,560.0,16.11809565095832,14.31129644981855,6.327936783729195
The Day the Earth Stood Still,2003-03-04,2003,3,Q1,2000-2004,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1200000.0,3700000.0,3700000.0,3.0833333333333335,1,0.0,94.0,55.0,39.0,51517.0,13.997832114758229,15.123843377614453,10.849667129269148
Tears of the Sun,2003-03-07,2003,3,Q1,2000-2004,Action,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,75000000.0,43632458.0,85632458.0,1.1417661066666667,1,0.4904682287643781,34.0,64.0,-30.0,34304.0,18.132998671500584,18.265574951483543,10.443017244430473
Bringing Down the House,2003-03-07,2003,3,Q1,2000-2004,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,20000000.0,132675402.0,164675402.0,8.2337701,1,0.1943216753161471,34.0,54.0,-20.0,16242.0,16.811242831518264,18.919486833660056,9.695355758842355
Nowhere in Africa,2003-03-07,2003,3,Q1,2000-2004,Drama,Historical Fiction,R,Based on Book/Short Story,Zeitgeist,Other,6500000.0,6173485.0,6173485.0,0.9497669230769231,0,0.0,,,,,15.687312734865866,15.635774066246967,
Bend it Like Beckham,2003-03-12,2003,3,Q1,2000-2004,Drama,Contemporary Fiction,PG-13,Original Screenplay,Fox Searchlight,Fox Searchlight,5000000.0,32543449.0,76583333.0,15.3166666,1,0.5750583354735945,,69.0,,41052.0,15.424948470398375,18.153890026179404,10.622594834765605
Willard,2003-03-14,2003,3,Q1,2000-2004,Horror,Contemporary Fiction,PG-13,Remake,New Line,New Line,20000000.0,6882696.0,6882696.0,0.3441348,0,0.0,65.0,62.0,3.0,7702.0,16.811242831518264,15.744520993617382,8.949235314374855
Agent Cody Banks,2003-03-14,2003,3,Q1,2000-2004,Comedy,Kids Fiction,PG,Original Screenplay,MGM,MGM,25000000.0,47545060.0,58240458.0,2.32961832,1,0.18364206545216386,38.0,51.0,-13.0,9527.0,17.034386382832476,17.880090825832774,9.161885151706779
Spun,2003-03-14,2003,3,Q1,2000-2004,Unknown,Unknown,R,Unknown,Unknown,Unknown,4500000.0,410241.0,1022649.0,0.22725533333333334,0,0.5988447649193418,,66.0,,16011.0,15.319587954740548,13.837906877554174,9.681031265002055
The Hunted,2003-03-14,2003,3,Q1,2000-2004,Action,Contemporary Fiction,R,Original Screenplay,Paramount Pictures,Paramount Pictures,55000000.0,34234008.0,45016494.0,0.8184817090909091,0,0.23952300683389516,31.0,58.0,-27.0,18941.0,17.822843743196746,17.622539513910993,9.849084163656741
Down & Out with the Dolls,2003-03-21,2003,3,Q1,2000-2004,Unknown,Unknown,R,Unknown,Indican Pictures,Other,1200000.0,58936.0,58936.0,0.049113333333333335,0,0.0,,58.0,,75.0,13.997832114758229,10.98420738836265,4.31748811353631
Dreamcatcher,2003-03-21,2003,3,Q1,2000-2004,Drama,Science Fiction,R,Based on Book/Short Story,Warner Bros.,Warner Bros.,68000000.0,33685268.0,75685268.0,1.1130186470588235,1,0.5549296594946325,30.0,53.0,-23.0,34141.0,18.03501826314038,18.142094089164804,10.438254287073526
Boat Trip,2003-03-21,2003,3,Q1,2000-2004,Comedy,Contemporary Fiction,R,Original Screenplay,Artisan,Other,15000000.0,8586376.0,14933713.0,0.9955808666666667,0,0.42503408228080986,7.0,47.0,-40.0,13258.0,16.523560759066484,16.51913183250106,9.492356422801336
The Core,2003-03-28,2003,3,Q1,2000-2004,Action,Science Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,85000000.0,31111260.0,74132631.0,0.8721486,0,0.580329747098818,42.0,53.0,-11.0,27375.0,18.258161814454592,18.12136635770685,10.217385467118802
Head of State,2003-03-28,2003,3,Q1,2000-2004,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Dreamworks SKG,Dreamworks SKG,35200000.0,37788228.0,38283765.0,1.0876069602272727,1,0.012943789619437901,30.0,51.0,-21.0,8447.0,17.376556640568324,17.460536473944543,9.041566627727496
Raising Victor Vargas,2003-03-28,2003,3,Q1,2000-2004,Drama,Contemporary Fiction,R,Original Screenplay,Samuel Goldwyn Films,Other,800000.0,2073984.0,2811439.0,3.51429875,1,0.262305175392388,,71.0,,3719.0,13.592367006650065,14.849207009875782,8.22121009392507
Basic,2003-03-28,2003,3,Q1,2000-2004,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,50000000.0,26599248.0,42598498.0,0.85196996,0,0.37558249119487735,21.0,63.0,-42.0,25960.0,17.72753356339242,17.56732955240205,10.164312170818027
